,Message,Label
585,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0
2311,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,1
4838,....photoshop makes my computer shut down.,0
4977,You are gorgeous! keep those pix cumming :) thank you!,0
2668,Why de. You looking good only:-)..,0
3766,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1
2260,Ill call you evening ill some ideas.,0
1672,Glad to see your reply.,0
4785,Indeed and by the way it was either or - not both !,0
485,You should change your fb to jaykwon thuglyfe falconerf,0
5093,Gokila is talking with you aha:),0
2086,Moji i love you more than words. Have a rich day,0
5210,Dai i downloaded but there is only exe file which i can only run that exe after installing.,0
622,Good words.... But words may leave u in dismay many times.,0
3277,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
5196,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1
623,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0
1548,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
1235,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,0
2661,Want to finally have lunch today?,0
631,Please dont say like that. Hi hi hi,0
4924,Oh yah... We never cancel leh... Haha ,0
1484,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
4264,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",0
2562,And maybe some pressies,0
3395,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0
4419,"When you get free, call me",0
3371,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
1137,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1
2844,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",0
5153,Haven't left yet so probably gonna be here til dinner,0
871,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0
3505,Will you be here for food,0
3531,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0
3558,I had it already..sabarish asked me to go..,0
4359,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",1
3902,That depends. How would you like to be treated? :),0
522,Shall i come to get pickle,0
243,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0
4949,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1
805,K I'll be there before 4.,0
4082,Hurry home. Soup is DONE!,0
1282,Am I the only one who doesn't stalk profiles?,0
3058,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0
3682,LOL what happens in Vegas stays in vegas,0
160,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
3955,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,0
2165,"Nothing really, just making sure everybody's up to speed",0
1734,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1
718,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0
2799,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
4327,That seems unnecessarily hostile,0
2327,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0
5069,Talk to g and x about that,0
5551,Wen did you get so spiritual and deep. That's great,0
1432,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0
3458,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0
396,From here after The performance award is calculated every two month.not for current one month period..,0
2880,U still painting ur wall?,0
5147,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1
4917,"Just dropped em off, omw back now",0
1690,Bring tat cd don forget,0
2745,"Tick, tick, tick ... Babe",0
1346,Que pases un buen tiempo or something like that,0
4677,Ü ready then call me...,0
4138,Just got to  &lt;#&gt;,0
862,Your brother is a genius,0
1789,Arun can u transfr me d amt,0
1008,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
159,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1
1640,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1
4937,K..k.:)congratulation ..,0
3672,Yup. Thk of u oso boring wat.,0
1259,Honey boo I'm missing u.,0
2663,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1
5214,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
3148,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0
760,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0
4148,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0
4884,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
975,Eh u send wrongly lar...,0
3777,Ok lor. Msg me b4 u call.,0
1888,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1
2076,Must come later.. I normally bathe him in da afternoon mah..,0
3942,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",1
3329,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0
2093,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0
2002,Idea will soon get converted to live:),0
1597,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1
5170,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,0
1108,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
2160,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1
5274,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0
3573,"Yup, leaving right now, be back soon",0
4532,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0
2896,Went to ganesh dress shop,0
1079,Convey my regards to him,0
5372,"Ok., is any problem to u frm him? Wats matter?",0
1462,Kinda. First one gets in at twelve! Aah. Speak tomo,0
3362,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0
4673,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1
4272,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
450,10 min later k...,0
3549,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0
2830,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1
3764,K.i will send in  &lt;#&gt;  min:),0
3938,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0
2455,Left dessert. U wan me 2 go suntec look 4 u?,0
3171,"Mah b, I'll pick it up tomorrow",0
5306,Ill be at yours in about 3 mins but look out for me,0
1703,I have lost 10 kilos as of today!,0
3574,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1
130,K..k:)how much does it cost?,0
3932,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,0
4985,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1
1238,Is ur paper in e morn or aft tmr?,0
1536,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1
4253,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0
5330,Dude im no longer a pisces. Im an aquarius now.,0
2869,"Aight, tomorrow around  &lt;#&gt;  it is",0
2675,I am 6 ft. We will be a good combination!,0
2050,How much is blackberry bold2 in nigeria.,0
3851,I to am looking forward to all the sex cuddling.. Only two more sleeps ,0
360,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0
5023,Yes its possible but dint try. Pls dont tell to any one k,0
1812,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
2490,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0
1209,Also maaaan are you missing out,0
3245,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0
3935,How come guoyang go n tell her? Then u told her?,0
222,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0
2341,I will take care of financial problem.i will help:),0
128,Are you there in room.,0
4911,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0
110,Dont worry. I guess he's busy.,0
4273,Where to get those?,0
4581,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0
2035,Is avatar supposed to have subtoitles,0
2315,Also that chat was awesome but don't make it regular unless you can see her in person,0
1200,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
1094,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0
3785,Dear got train and seat mine lower seat,0
26,Lol your always so convincing.,0
3606,Jordan got voted out last nite!,0
5017,Hey gals...U all wanna meet 4 dinner at nìte? ,0
4188,Dear got bus directly to calicut,0
1505,Oh my God. I'm almost home,0
3083,"And very importantly, all we discuss is between u and i only.",0
2104,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0
2781,Long after I quit. I get on only like 5 minutes a day as it is.,0
4211,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0
1244,No shoot me. I'm in the docs waiting room. :/,0
3872,Yeah my usual guy's out of town but there're definitely people around I know,0
3227,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0
773,"idc get over here, you are not weaseling your way out of this shit twice in a row",0
4288,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),0
4494,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0
251,Ranjith cal drpd Deeraj and deepak 5min hold,0
3624,"Damn, poor zac doesn't stand a chance",0
1075,Aight ill get on fb in a couple minutes,0
3898,No. Thank you. You've been wonderful,0
831,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1
1267,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",0
1343,Yeah I'll try to scrounge something up,0
4478,Oh :-)only 4 outside players allowed to play know,0
4837,Yay can't wait to party together!,0
1780,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
1537,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0
1147,Babe ? I lost you ... :-(,0
439,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0
7,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
334,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0
2959,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1
105,Umma my life and vava umma love you lot dear,0
2719,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
1535,Remember on that day..,0
4106,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,0
4699,Don no da:)whats you plan?,0
4568,But you were together so you should be thinkin about him,0
3386,Ok can...,0
3705,Kent vale lor... Ü wait 4 me there ar?,0
736,Then why no one talking to me,0
4361,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",0
1019,Nope watching tv at home... Not going out. V bored...,0
28,"I'm back &amp; we're packing the car now, I'll let you know if there's room",0
4197,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",0
901,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0
1752,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0
4553,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",0
5324,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0
2957,Yes there were many sweets,0
5401,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0
5507,I want to be inside you every night...,0
1396,Thats cool! I am a gentleman and will treat you with dignity and respect.,0
2486,Lol that's different. I don't go trying to find every real life photo you ever took.,0
3983,His frens go then he in lor. Not alone wif my mum n sis lor.,0
1053,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0
3533,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0
3848,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1
2560,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0
421,Yes:)from last week itself i'm taking live call.,0
815,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1
4431,Yar lor... How u noe? U used dat route too?,0
1163,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1
466,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0
3098,"Yo, you at jp and hungry like a mofo?",0
1531,I think chennai well settled?,0
3262,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0
3125,My uncles in Atlanta. Wish you guys a great semester.,0
2936,"Yeah, we got one lined up for us",0
1491,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0
179,Text her. If she doesnt reply let me know so i can have her log in,0
4354,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
894,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0
4965,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1
840,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,1
2254,Lol enjoy role playing much?,0
4238,Life style garments account no please.,0
225,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1
538,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0
1435,I asked sen to come chennai and search for job.,0
1027,Yes da. Any plm at ur office,0
2363,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0
2287,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0
4410,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",1
2664,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1
2220,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1
1493,In the end she might still vomit but its okay. Not everything will come out.,0
3089,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0
5241,Its a part of checking IQ,0
1746,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0
5213,3 pa but not selected.,0
3861,Yep. I do like the pink furniture tho.,0
1405,Actually getting ready to leave the house.,0
766,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1
3385,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1
4499,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",1
3490,I'm also came to room.,0
164,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1
4463,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0
4206,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1
1410,Where at were hungry too,0
3778,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",1
3350,Oh is it! Which brand?,0
4003,Did you get any gift? This year i didnt get anything. So bad,0
3991,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1
3337,Then u go back urself lor...,0
1344,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0
4558,I am in hospital da. . I will return home in evening,0
1874,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,1
80,"Sorry, I'll call later",0
33,For fear of fainting with the of all that housework you just did? Quick have a cuppa,0
1236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
3408,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",0
4109,Pls send me your address sir.,0
1072,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1
5314,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1
659,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0
1956,"Aight I'll grab something to eat too, text me when you're back at mu",0
5074,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
4774,Ok then u tell me wat time u coming later lor.,0
292,Haf u found him? I feel so stupid da v cam was working.,0
3020,Wat time do u wan 2 meet me later?,0
646,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
1515,K:)all the best:)congrats...,0
5077,"Well, i'm glad you didn't find it totally disagreeable ... Lol",0
2940,Are you ok. What happen to behave like this,0
3809,Mm you ask him to come its enough :-),0
2250,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",1
4297,Please CALL 08712402578 immediately as there is an urgent message waiting for you,1
3253,Come to medical college at 7pm ......forward it da,0
2546,So are you guys asking that i get that slippers again or its gone with last year,0
2234,Good Morning plz call me sir,0
4902,Taka lor. Wat time u wan 2 come n look 4 us?,0
2189,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1
4694,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
1621,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0
4561,I'm awake oh. What's up.,0
4814,i can call in  &lt;#&gt;  min if thats ok,0
3252,"I‘ll leave around four, ok?",0
4521,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,0
263,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
2152,I surely dont forgot to come:)i will always be in touch in with you:-),0
4439,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,0
1508,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
3977,I wish u were here. I feel so alone,0
279,Just sent it. So what type of food do you like?,0
2699,FROM 88066 LOST £12 HELP,1
2602,Okie,0
5159,No but the bluray player can,0
806,I dled 3d its very imp,0
3967,I was just callin to say hi. Take care bruv!,0
2922,"Yo, any way we could pick something up tonight?",0
231,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0
4703,Anytime...,0
2279,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0
1030,"Its good, we'll find a way",0
5298,I.ll hand her my phone to chat wit u,0
4999,Can you talk with me..,0
5232,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1
295,I accidentally deleted the message. Resend please.,0
38,Anything lor... U decide...,0
1060,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1
703,What is important is that you prevent dehydration by giving her enough fluids,0
3832,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0
1670,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",0
4026, &lt;#&gt;  in mca. But not conform.,0
3523,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",0
5300,I can't make it tonight,0
4246,Is toshiba portege m100 gd?,0
2798,If I get there before you after your ten billion calls and texts so help me god,0
885,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0
3427,Sure but since my parents will be working on Tuesday I don't really need a cover story,0
4789,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0
4015,"Sorry, I can't text &amp; drive coherently, see you in twenty",0
363,Check audrey's status right now,0
743,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0
756,So why didnt you holla?,0
1024,May i call You later Pls,0
2253,Den wat will e schedule b lk on sun?,0
981,If he started searching he will get job in few days.he have great potential and talent.,0
4343,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0
1815,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0
5247,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
5022,:-( sad puppy noise,0
4028,"Yes, princess. Are you going to make me moan?",0
1626,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
1233,1's finish meeting call me.,0
2338,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0
230,Dear good morning now only i am up,0
3516,I'm job profile seems like bpo..,0
3052,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0
2096,"Probably, want to pick up more?",0
3179,K k :-):-) then watch some films.,0
3597,Good morning princess! Happy New Year!,0
909,WHITE FUDGE OREOS ARE IN STORES,0
3706,Ok. Very good. Its all about making that money.,0
467,They don't put that stuff on the roads to keep it from getting slippery over there?,0
1283,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0
157,I'm leaving my house now...,0
1659,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1
4175,And pls pls drink plenty plenty water,0
2106,I fetch yun or u fetch?,0
3605,Hey morning what you come to ask:-) pa...,0
3232,No plm i will come da. On the way.,0
4079,Gam gone after outstanding innings.,0
3370,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
1667,Guess who spent all last night phasing in and out of the fourth dimension,0
5115,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1
1990,The basket's gettin full so I might be by tonight,0
4765,Hi.:)technical support.providing assistance to us customer through call and email:),0
4728,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1
1844,Super da:)good replacement for murali,0
4726,"There'll be a minor shindig at my place later tonight, you interested?",0
1632,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
4824,:-) :-),0
4307,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0
4709,"Did you say bold, then torch later. Or one torch and 2bold?",0
5042,She ran off with a younger man. we will make pretty babies together :),0
4150,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0
3846,Mmmm.... I cant wait to lick it!,0
548,"Sorry that took so long, omw now",0
3442,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1
